tcp-traceroute from 58.65.173.14 to 95.216.247.80
 7  27.111.228.132  100.945 ms ICMP
 8  172.67.189.32  99.105 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 122.226.73.53
 1  *
 2  172.16.36.134  1.406 ms ICMP
 3  58.65.165.42  0.818 ms ICMP
 4  119.63.136.181  0.659 ms ICMP
 5  110.93.255.226  20.328 ms ICMP
 6  110.93.255.168  19.695 ms ICMP
 7  *
 8  195.22.211.104  155.693 ms ICMP
 9  89.221.34.147  155.757 ms ICMP
10  202.97.86.113  262.859 ms ICMP
11  *
12  202.97.24.245  268.057 ms ICMP
13  202.97.26.14  326.287 ms ICMP
14  220.188.121.78  324.634 ms ICMP
15  *
16  *
17  *
18  *
19  122.226.73.53  308.679 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 144.76.25.173
 1  *
 2  172.16.36.134  1.208 ms ICMP
 3  58.65.165.42  0.731 ms ICMP
 4  203.135.5.69  1.074 ms ICMP
 5  *
 6  80.81.192.164  144.813 ms ICMP
 7  *
 8  213.239.229.50  141.905 ms ICMP
 9  144.76.25.173  149.476 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 54.80.234.103
 1  *
 2  172.16.36.134  0.944 ms ICMP
 3  58.65.165.42  0.908 ms ICMP
 4  119.63.136.181  0.775 ms ICMP
 5  110.93.252.99  18.012 ms ICMP
 6  110.93.252.190  19.607 ms ICMP
 7  213.144.176.232  118.499 ms ICMP
 8  195.22.195.67  214.759 ms ICMP
 9  *
10  *
11  *
12  52.93.28.248  216.350 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  *
37  *
tcp-traceroute from 58.65.173.14 to 64.30.224.246
 1  58.65.173.13  5.448 ms ICMP
 2  172.16.36.130  1.073 ms ICMP
 3  58.65.165.42  0.913 ms ICMP
 4  119.63.136.181  1.131 ms ICMP
 5  110.93.255.226  20.129 ms ICMP
 6  110.93.252.172  19.609 ms ICMP
 7  27.111.228.4  97.023 ms ICMP
 8  202.84.224.198  97.051 ms ICMP
 9  202.84.141.110  125.639 ms ICMP
10  202.84.153.26  126.236 ms ICMP
11  210.176.141.226  131.284 ms ICMP
12  72.52.2.178  129.303 ms ICMP
13  72.52.1.159  132.545 ms ICMP
14  72.52.2.181  131.837 ms ICMP
15  93.191.173.93  321.649 ms ICMP
16  209.200.190.214  283.815 ms ICMP
17  216.239.126.193  283.478 ms ICMP
18  216.239.126.210  285.199 ms ICMP
19  64.30.224.246  282.025 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.65.69
 1  *
 2  172.16.36.134  1.270 ms ICMP
 3  58.65.165.42  0.848 ms ICMP
 4  203.135.5.69  1.068 ms ICMP
 5  *
 6  27.111.228.34  103.630 ms ICMP
 7  151.101.65.69  102.260 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.1.52
 1  *
 2  172.16.36.134  1.013 ms ICMP
 3  58.65.165.42  0.843 ms ICMP
 4  203.135.5.69  1.479 ms ICMP
 5  *
 6  27.111.228.34  105.442 ms ICMP
 7  151.101.1.52  105.507 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 140.98.193.152
 1  *
 2  172.16.36.134  1.026 ms ICMP
 3  58.65.165.42  0.810 ms ICMP
 4  119.63.136.181  1.052 ms ICMP
 5  110.93.255.226  20.151 ms ICMP
 6  110.93.255.168  19.711 ms ICMP
 7  213.144.176.232  119.994 ms ICMP
 8  195.22.195.63  240.436 ms ICMP
 9  204.255.168.105  212.867 ms ICMP
10  *
11  *
12  140.98.209.204  272.560 ms ICMP
13  140.98.210.1  228.802 ms ICMP
14  140.98.193.152  227.424 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 23.77.50.58
 1  *
 2  172.16.36.134  0.798 ms ICMP
 3  58.65.165.42  0.804 ms ICMP
 4  203.135.5.69  1.082 ms ICMP
 5  *
 6  65.49.109.213  102.395 ms ICMP
 7  184.105.222.101  136.256 ms ICMP
 8  *
 9  *
10  *
11  *
12  *
13  *
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
tcp-traceroute from 58.65.173.14 to 52.219.62.118
 1  *
 2  172.16.36.134  1.061 ms ICMP
 3  58.65.165.42  0.858 ms ICMP
 4  203.135.5.69  1.076 ms ICMP
 5  *
 6  99.82.180.224  41.537 ms ICMP
 7  52.93.69.120  47.601 ms ICMP
 8  52.93.69.131  38.699 ms ICMP
 9  52.93.69.158  62.091 ms ICMP
10  54.239.46.112  66.226 ms ICMP
11  *
12  52.95.66.206  68.208 ms ICMP
13  52.95.66.215  61.038 ms ICMP
14  52.95.67.176  63.228 ms ICMP
15  *
16  *
17  *
18  *
19  *
20  *
21  52.219.62.118  61.319 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 5.9.43.227
 1  58.65.173.13  0.355 ms ICMP
 2  172.16.36.130  0.987 ms ICMP
 3  58.65.165.42  0.924 ms ICMP
 4  203.135.5.69  1.146 ms ICMP
 5  *
 6  80.81.192.164  150.325 ms ICMP
 7  213.239.252.38  149.152 ms ICMP
 8  213.239.229.234  148.346 ms ICMP
 9  5.9.43.227  149.528 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 52.196.98.180
 1  58.65.173.13  0.453 ms ICMP
 2  172.16.36.130  0.955 ms ICMP
 3  58.65.165.42  0.890 ms ICMP
 4  203.135.5.69  1.167 ms ICMP
 5  *
 6  27.111.228.215  101.137 ms ICMP
 7  52.93.8.124  100.589 ms ICMP
 8  52.93.8.135  99.627 ms ICMP
 9  *
10  52.93.131.83  169.744 ms ICMP
11  *
12  *
13  52.95.31.69  167.441 ms ICMP
14  52.95.31.187  168.736 ms ICMP
15  52.95.31.188  167.119 ms ICMP
16  52.95.31.86  171.366 ms ICMP
17  27.0.0.158  170.506 ms ICMP
18  *
19  *
20  *
21  *
22  *
23  *
24  52.196.98.180  170.894 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.248.155.102
 1  58.65.173.13  0.450 ms ICMP
 2  172.16.36.130  1.000 ms ICMP
 3  58.65.165.42  0.900 ms ICMP
 4  203.135.5.69  1.089 ms ICMP
 5  *
 6  99.82.180.224  40.971 ms ICMP
 7  52.93.69.56  39.466 ms ICMP
 8  *
 9  *
10  *
11  *
12  *
13  *
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
tcp-traceroute from 58.65.173.14 to 203.104.138.138
 1  *
 2  172.16.36.134  1.063 ms ICMP
 3  58.65.165.42  0.897 ms ICMP
 4  119.63.136.181  44.751 ms ICMP
 5  110.93.255.226  20.215 ms ICMP
 6  110.93.252.172  19.913 ms ICMP
 7  27.111.228.165  101.082 ms ICMP
 8  *
 9  *
10  *
11  *
12  *
13  *
14  *
15  *
16  *
17  *
18  *
19  *
20  203.104.138.138  166.764 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.27.177.200
 1  *
 2  172.16.36.134  1.290 ms ICMP
 3  58.65.165.42  0.945 ms ICMP
 4  119.63.136.181  0.806 ms ICMP
 5  110.93.252.99  22.445 ms ICMP
 6  110.93.252.190  19.692 ms ICMP
 7  110.93.192.198  19.407 ms ICMP
 8  104.27.177.200  19.704 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 180.149.195.3
 1  *
 2  172.16.36.134  0.903 ms ICMP
 3  58.65.165.42  0.811 ms ICMP
 4  119.63.136.181  0.665 ms ICMP
 5  110.93.255.226  20.131 ms ICMP
 6  110.93.255.168  19.639 ms ICMP
 7  213.144.176.232  118.607 ms ICMP
 8  213.144.176.202  120.090 ms ICMP
 9  62.115.179.88  126.182 ms ICMP
10  62.115.118.94  276.087 ms ICMP
11  62.115.112.242  218.541 ms ICMP
12  62.115.121.220  281.839 ms ICMP
13  62.115.8.203  274.698 ms ICMP
14  203.208.171.117  276.168 ms ICMP
15  *
16  59.154.18.28  340.236 ms ICMP
17  119.225.13.122  339.066 ms ICMP
18  175.106.28.28  338.463 ms ICMP
19  175.106.28.36  340.569 ms ICMP
20  180.149.195.3  336.844 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 34.243.168.176
 1  58.65.173.13  0.435 ms ICMP
 2  172.16.36.130  0.865 ms ICMP
 3  58.65.165.42  0.860 ms ICMP
 4  203.135.5.69  1.065 ms ICMP
 5  *
 6  99.82.180.224  41.460 ms ICMP
 7  52.93.69.72  39.298 ms ICMP
 8  52.93.69.83  39.777 ms ICMP
 9  52.93.69.152  168.481 ms ICMP
10  54.239.46.109  169.256 ms ICMP
11  52.93.68.150  172.816 ms ICMP
12  *
13  150.222.244.120  174.333 ms ICMP
14  150.222.242.43  169.081 ms ICMP
15  *
16  *
17  *
18  *
19  150.222.241.86  175.657 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  *
37  34.243.168.176  169.434 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.17.99.66
 1  *
 2  172.16.36.134  1.105 ms ICMP
 3  58.65.165.42  0.829 ms ICMP
 4  203.135.5.69  1.011 ms ICMP
 5  *
 6  185.1.15.41  42.409 ms ICMP
 7  104.17.99.66  41.587 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.18.90.237
 1  *
 2  172.16.36.134  1.104 ms ICMP
 3  58.65.165.42  0.805 ms ICMP
 4  119.63.136.181  0.766 ms ICMP
 5  110.93.255.226  20.282 ms ICMP
 6  110.93.255.168  24.363 ms ICMP
 7  110.93.192.198  20.048 ms ICMP
 8  104.18.90.237  20.550 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.2.217
 1  *
 2  172.16.36.134  1.106 ms ICMP
 3  58.65.165.42  0.924 ms ICMP
 4  203.135.5.69  1.072 ms ICMP
 5  *
 6  27.111.228.34  103.997 ms ICMP
 7  151.101.2.217  102.431 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 208.113.206.130
 1  58.65.173.13  0.439 ms ICMP
 2  172.16.36.130  0.839 ms ICMP
 3  58.65.165.42  1.305 ms ICMP
 4  203.135.5.69  1.090 ms ICMP
 5  *
 6  62.115.165.16  132.453 ms ICMP
 7  62.115.179.97  124.744 ms ICMP
 8  154.54.38.169  176.596 ms ICMP
 9  154.54.57.206  136.933 ms ICMP
10  154.54.57.229  140.009 ms ICMP
11  154.54.61.129  146.351 ms ICMP
12  154.54.85.241  215.471 ms ICMP
13  154.54.30.54  216.827 ms ICMP
14  154.54.24.234  218.165 ms ICMP
15  38.122.62.254  215.588 ms ICMP
16  208.113.156.58  218.278 ms ICMP
17  208.113.156.51  217.621 ms ICMP
18  208.113.206.130  217.014 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 50.23.131.203
 1  *
 2  172.16.36.134  1.226 ms ICMP
 3  58.65.165.42  0.883 ms ICMP
 4  203.135.5.69  1.141 ms ICMP
 5  *
 6  27.111.228.39  100.347 ms ICMP
 7  169.45.19.174  101.992 ms ICMP
 8  169.45.19.182  179.413 ms ICMP
 9  50.97.17.80  280.837 ms ICMP
10  169.45.18.119  277.058 ms ICMP
11  173.192.18.159  278.418 ms ICMP
12  67.228.118.227  277.135 ms ICMP
13  50.23.131.203  279.217 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 208.92.202.129
 1  *
 2  172.16.36.134  1.140 ms ICMP
 3  58.65.165.42  1.369 ms ICMP
 4  203.135.5.69  1.129 ms ICMP
 5  *
 6  62.115.165.16  131.582 ms ICMP
 7  62.115.114.196  270.726 ms ICMP
 8  62.115.114.228  259.585 ms ICMP
 9  62.115.112.244  255.126 ms ICMP
10  *
11  62.115.120.66  259.745 ms ICMP
12  80.239.193.70  260.064 ms ICMP
13  216.52.40.21  263.113 ms ICMP
14  63.251.181.90  265.291 ms ICMP
15  208.92.200.251  266.452 ms ICMP
16  208.92.200.251  266.146 ms ICMP
17  *
18  208.92.202.129  270.801 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 195.122.191.210
 1  58.65.173.13  0.418 ms ICMP
 2  172.16.36.130  0.898 ms ICMP
 3  58.65.165.42  0.891 ms ICMP
 4  203.135.5.69  1.242 ms ICMP
 5  *
 6  212.73.201.229  136.211 ms ICMP
 7  4.69.159.5  160.758 ms ICMP
 8  195.122.191.210  160.713 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 77.48.29.200
 1  *
 2  172.16.36.134  1.073 ms ICMP
 3  58.65.165.42  0.939 ms ICMP
 4  119.63.136.181  0.850 ms ICMP
 5  110.93.255.226  20.136 ms ICMP
 6  110.93.255.168  19.639 ms ICMP
 7  213.144.176.232  119.082 ms ICMP
 8  *
 9  213.144.183.99  129.215 ms ICMP
10  84.116.136.86  165.927 ms ICMP
11  84.116.134.34  165.683 ms ICMP
12  84.116.135.6  160.297 ms ICMP
13  84.116.221.77  159.274 ms ICMP
14  84.116.221.94  159.805 ms ICMP
15  213.192.1.6  160.672 ms ICMP
16  *
17  77.48.29.200  158.894 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 159.65.216.232
 1  58.65.173.13  0.430 ms ICMP
 2  172.16.36.130  0.837 ms ICMP
 3  58.65.165.42  0.911 ms ICMP
 4  203.135.5.69  1.157 ms ICMP
 5  *
 6  149.14.126.177  115.482 ms ICMP
 7  154.54.38.174  116.729 ms ICMP
 8  62.115.179.96  124.795 ms ICMP
 9  62.115.118.94  216.274 ms ICMP
10  62.115.134.93  215.158 ms ICMP
11  *
12  62.115.139.151  215.665 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  159.65.216.232  257.969 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 204.78.50.45
 1  *
 2  172.16.36.134  1.071 ms ICMP
 3  58.65.165.42  0.973 ms ICMP
 4  119.63.136.181  0.656 ms ICMP
 5  110.93.255.226  20.288 ms ICMP
 6  110.93.255.168  19.688 ms ICMP
 7  213.144.176.232  119.747 ms ICMP
 8  195.22.195.63  231.252 ms ICMP
 9  204.255.168.105  212.376 ms ICMP
10  *
11  157.130.70.214  248.103 ms ICMP
12  204.78.53.129  246.941 ms ICMP
13  *
14  *
15  *
16  204.78.50.45  246.652 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.76.116
 1  *
 2  172.16.36.134  1.018 ms ICMP
 3  58.65.165.42  0.952 ms ICMP
 4  203.135.5.69  1.227 ms ICMP
 5  *
 6  27.111.228.4  100.386 ms ICMP
 7  202.84.224.198  100.848 ms ICMP
 8  202.84.141.110  131.083 ms ICMP
 9  202.84.156.54  130.197 ms ICMP
10  134.159.145.114  130.281 ms ICMP
11  151.101.76.116  136.470 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 52.22.172.91
 1  *
 2  172.16.36.134  1.111 ms ICMP
 3  58.65.165.42  1.000 ms ICMP
 4  119.63.136.181  0.746 ms ICMP
 5  110.93.255.226  20.170 ms ICMP
 6  110.93.255.168  19.713 ms ICMP
 7  213.144.176.232  119.202 ms ICMP
 8  195.22.195.67  215.348 ms ICMP
 9  195.22.206.61  212.432 ms ICMP
10  *
11  *
12  52.93.28.84  221.110 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  52.22.172.91  218.672 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 40.117.188.126
 1  *
 2  172.16.36.134  1.006 ms ICMP
 3  58.65.165.42  0.843 ms ICMP
 4  203.135.5.69  1.171 ms ICMP
 5  *
 6  104.44.36.139  41.440 ms ICMP
 7  104.44.238.227  40.893 ms ICMP
 8  104.44.20.233  231.099 ms ICMP
 9  104.44.28.90  232.260 ms ICMP
10  104.44.7.47  233.439 ms ICMP
11  104.44.28.127  231.721 ms ICMP
12  104.44.18.152  234.219 ms ICMP
13  104.44.19.194  232.897 ms ICMP
14  104.44.16.179  234.469 ms ICMP
15  104.44.21.206  237.676 ms ICMP
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  40.117.188.126  231.562 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.27.150.41
 1  58.65.173.13  0.308 ms ICMP
 2  172.16.36.130  0.949 ms ICMP
 3  58.65.165.42  1.366 ms ICMP
 4  119.63.136.181  0.760 ms ICMP
 5  110.93.255.226  20.293 ms ICMP
 6  110.93.255.168  19.749 ms ICMP
 7  110.93.192.198  20.482 ms ICMP
 8  104.27.150.41  19.720 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 45.60.108.104
 1  58.65.173.13  0.428 ms ICMP
 2  172.16.36.130  0.795 ms ICMP
 3  58.65.165.42  0.880 ms ICMP
 4  119.63.136.181  0.804 ms ICMP
 5  110.93.252.99  18.557 ms ICMP
 6  110.93.252.190  19.672 ms ICMP
 7  213.144.176.232  119.780 ms ICMP
 8  *
 9  4.69.151.109  225.824 ms ICMP
10  4.16.52.154  260.085 ms ICMP
11  *
12  45.60.108.104  260.576 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 139.45.197.188
 1  58.65.173.13  0.581 ms ICMP
 2  172.16.36.130  1.127 ms ICMP
 3  58.65.165.42  0.853 ms ICMP
 4  119.63.136.181  0.833 ms ICMP
 5  110.93.252.99  17.990 ms ICMP
 6  110.93.252.190  19.633 ms ICMP
 7  213.144.176.232  119.743 ms ICMP
 8  195.22.211.39  144.628 ms ICMP
 9  195.22.214.85  196.881 ms ICMP
10  87.245.234.113  209.229 ms ICMP
11  89.19.36.65  157.129 ms ICMP
12  139.45.197.188  201.064 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 107.154.147.171
 1  *
 2  172.16.36.134  1.082 ms ICMP
 3  58.65.165.42  0.880 ms ICMP
 4  119.63.136.181  0.708 ms ICMP
 5  110.93.255.226  20.173 ms ICMP
 6  110.93.255.168  19.801 ms ICMP
 7  213.144.176.232  119.529 ms ICMP
 8  *
 9  *
10  4.14.98.218  258.302 ms ICMP
11  107.154.147.171  258.324 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.31.74.34
 1  58.65.173.13  0.444 ms ICMP
 2  172.16.36.130  0.851 ms ICMP
 3  58.65.165.42  1.008 ms ICMP
 4  119.63.136.181  0.770 ms ICMP
 5  110.93.252.99  18.341 ms ICMP
 6  110.93.252.190  19.718 ms ICMP
 7  110.93.192.198  19.368 ms ICMP
 8  104.31.74.34  19.659 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.130.133
 1  *
 2  172.16.36.134  1.081 ms ICMP
 3  58.65.165.42  0.873 ms ICMP
 4  203.135.5.69  1.069 ms ICMP
 5  *
 6  27.111.228.34  102.898 ms ICMP
 7  151.101.130.133  103.013 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 34.225.248.108
 1  *
 2  172.16.36.134  1.093 ms ICMP
 3  58.65.165.42  0.853 ms ICMP
 4  203.135.5.69  1.017 ms ICMP
 5  *
 6  149.14.126.177  116.915 ms ICMP
 7  130.117.50.165  125.990 ms ICMP
 8  154.54.27.169  197.545 ms ICMP
 9  154.54.0.142  197.425 ms ICMP
10  38.140.107.42  198.157 ms ICMP
11  52.93.31.63  204.005 ms ICMP
12  52.93.4.62  198.342 ms ICMP
13  *
14  150.222.242.108  211.433 ms ICMP
15  *
16  *
17  *
18  *
19  150.222.243.217  216.190 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  52.93.28.72  216.729 ms ICMP
31  *
32  *
33  *
34  *
35  *
36  34.225.248.108  211.504 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 210.245.80.55
 1  58.65.173.13  9.640 ms ICMP
 2  172.16.36.130  1.005 ms ICMP
 3  58.65.165.42  0.971 ms ICMP
 4  119.63.136.181  1.064 ms ICMP
 5  110.93.255.226  20.260 ms ICMP
 6  110.93.252.172  19.678 ms ICMP
 7  27.111.229.5  99.739 ms ICMP
 8  118.69.250.242  101.912 ms ICMP
 9  118.69.250.215  126.840 ms ICMP
10  183.80.133.47  135.853 ms ICMP
11  42.112.4.26  136.081 ms ICMP
12  210.245.80.55  137.069 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 52.43.66.31
 1  *
 2  172.16.36.134  1.016 ms ICMP
 3  58.65.165.42  0.906 ms ICMP
 4  119.63.136.181  0.772 ms ICMP
 5  110.93.255.226  20.285 ms ICMP
 6  110.93.252.172  19.880 ms ICMP
 7  149.14.125.89  120.708 ms ICMP
 8  154.54.38.169  119.175 ms ICMP
 9  154.54.57.206  128.210 ms ICMP
10  154.54.57.241  134.221 ms ICMP
11  154.54.61.133  138.987 ms ICMP
12  154.54.85.245  208.585 ms ICMP
13  154.54.24.222  219.897 ms ICMP
14  154.54.28.130  233.119 ms ICMP
15  154.54.30.162  250.349 ms ICMP
16  154.54.42.77  257.243 ms ICMP
17  154.54.45.162  269.113 ms ICMP
18  154.54.25.150  269.477 ms ICMP
19  38.142.35.250  270.238 ms ICMP
20  *
21  *
22  52.93.135.181  292.661 ms ICMP
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  *
37  *
38  *
39  52.43.66.31  288.664 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.26.6.218
 1  *
 2  172.16.36.134  1.135 ms ICMP
 3  58.65.165.42  0.887 ms ICMP
 4  119.63.136.181  3.596 ms ICMP
 5  110.93.255.226  20.253 ms ICMP
 6  110.93.255.168  19.641 ms ICMP
 7  110.93.192.198  20.228 ms ICMP
 8  104.26.6.218  20.578 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 34.240.52.81
 1  *
 2  172.16.36.134  1.040 ms ICMP
 3  58.65.165.42  0.821 ms ICMP
 4  203.135.5.69  1.079 ms ICMP
 5  *
 6  99.82.180.224  39.460 ms ICMP
 7  52.93.69.136  40.054 ms ICMP
 8  52.93.69.145  38.668 ms ICMP
 9  52.93.69.150  170.098 ms ICMP
10  54.239.46.109  172.084 ms ICMP
11  52.93.68.150  169.649 ms ICMP
12  *
13  52.93.130.33  169.516 ms ICMP
14  52.93.135.88  174.895 ms ICMP
15  *
16  *
17  *
18  *
19  150.222.241.230  171.041 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  *
37  *
38  *
39  *
40  *
41  *
42  *
43  *
44  *
tcp-traceroute from 58.65.173.14 to 192.243.59.20
 1  58.65.173.13  0.474 ms ICMP
 2  172.16.36.130  0.812 ms ICMP
 3  58.65.165.42  0.915 ms ICMP
 4  203.135.5.69  1.165 ms ICMP
 5  *
 6  65.49.109.213  114.884 ms ICMP
 7  74.82.48.70  103.436 ms ICMP
 8  63.223.54.30  277.089 ms ICMP
 9  63.218.219.46  339.105 ms ICMP
10  *
11  *
12  192.243.59.20  343.609 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 107.22.210.87
 1  58.65.173.13  0.364 ms ICMP
 2  172.16.36.130  1.027 ms ICMP
 3  58.65.165.42  0.887 ms ICMP
 4  119.63.136.181  0.742 ms ICMP
 5  110.93.255.226  20.209 ms ICMP
 6  110.93.255.168  19.789 ms ICMP
 7  *
 8  *
 9  195.22.206.61  219.271 ms ICMP
10  *
11  *
12  *
13  *
14  *
15  *
16  *
17  *
18  107.22.210.87  227.294 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 130.65.255.101
 1  58.65.173.13  0.369 ms ICMP
 2  172.16.36.130  0.913 ms ICMP
 3  58.65.165.42  0.885 ms ICMP
 4  119.63.136.181  0.733 ms ICMP
 5  110.93.255.226  20.205 ms ICMP
 6  110.93.255.168  19.814 ms ICMP
 7  *
 8  *
 9  *
10  *
11  137.164.11.31  283.636 ms ICMP
12  137.164.13.115  282.065 ms ICMP
13  137.164.3.167  285.937 ms ICMP
14  *
15  *
16  *
17  *
18  *
19  130.65.255.101  289.636 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 37.187.205.99
 1  58.65.173.13  0.327 ms ICMP
 2  172.16.36.130  0.728 ms ICMP
 3  58.65.165.42  1.108 ms ICMP
 4  203.135.5.69  1.202 ms ICMP
 5  *
 6  *
 7  *
 8  *
 9  *
10  213.186.32.212  147.904 ms ICMP
11  *
12  *
13  *
14  *
15  37.187.205.99  149.817 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 91.228.166.47
 1  *
 2  172.16.36.134  1.071 ms ICMP
 3  58.65.165.42  0.913 ms ICMP
 4  119.63.136.181  0.814 ms ICMP
 5  110.93.252.99  18.008 ms ICMP
 6  110.93.252.190  19.674 ms ICMP
 7  213.144.176.232  119.474 ms ICMP
 8  195.22.205.39  126.251 ms ICMP
 9  195.22.192.177  126.892 ms ICMP
10  217.239.43.242  149.837 ms ICMP
11  80.150.170.82  157.111 ms ICMP
12  213.81.254.112  156.734 ms ICMP
13  *
14  *
15  91.228.166.47  152.436 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.35.183.112
 1  *
 2  172.16.36.134  0.998 ms ICMP
 3  58.65.165.42  0.863 ms ICMP
 4  203.135.5.69  1.032 ms ICMP
 5  *
 6  99.82.180.224  40.932 ms ICMP
 7  52.93.69.56  38.390 ms ICMP
 8  52.93.69.189  39.587 ms ICMP
 9  *
10  *
11  *
12  *
13  *
14  13.35.183.112  38.900 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 213.227.145.147
 1  58.65.173.13  0.440 ms ICMP
 2  172.16.36.130  0.912 ms ICMP
 3  58.65.165.42  0.988 ms ICMP
 4  203.135.5.69  1.173 ms ICMP
 5  *
 6  80.81.193.246  139.956 ms ICMP
 7  31.31.34.214  140.984 ms ICMP
 8  31.31.34.52  153.346 ms ICMP
 9  31.31.38.229  144.552 ms ICMP
10  81.17.34.53  145.340 ms ICMP
11  213.227.145.147  145.783 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 137.227.233.178
 1  *
 2  172.16.36.134  1.072 ms ICMP
 3  58.65.165.42  0.852 ms ICMP
 4  119.63.136.181  0.806 ms ICMP
 5  110.93.255.226  20.441 ms ICMP
 6  110.93.255.168  19.706 ms ICMP
 7  *
 8  195.22.195.63  231.911 ms ICMP
 9  204.255.168.105  213.047 ms ICMP
10  *
11  152.179.203.174  270.447 ms ICMP
12  137.227.2.12  291.245 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  204.68.149.122  320.052 ms ICMP
19  *
20  137.227.233.178  298.125 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 45.60.108.122
 1  58.65.173.13  0.367 ms ICMP
 2  172.16.36.130  0.891 ms ICMP
 3  58.65.165.42  0.905 ms ICMP
 4  119.63.136.181  0.781 ms ICMP
 5  110.93.255.226  34.436 ms ICMP
 6  110.93.255.168  19.817 ms ICMP
 7  213.144.176.232  118.512 ms ICMP
 8  *
 9  4.69.151.109  226.888 ms ICMP
10  4.16.52.155  228.836 ms ICMP
11  45.60.108.122  260.149 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 54.250.185.186
 1  *
 2  172.16.36.134  0.967 ms ICMP
 3  58.65.165.42  0.934 ms ICMP
 4  119.63.136.181  0.664 ms ICMP
 5  110.93.255.226  20.293 ms ICMP
 6  110.93.252.172  19.900 ms ICMP
 7  27.111.228.87  98.345 ms ICMP
 8  52.93.8.38  99.205 ms ICMP
 9  52.93.8.43  106.213 ms ICMP
10  *
